14039	1
14040	1
14041	1
14042	1
15767	1
50481	1
51231	1
51593	1
52028	1
52454	1
52455	1
52670	1
52999	1
54489	1
54562	1
54913	1
55005	1
55258	1
84071	1
90812	1
108767	1
109555	1
115674	1
181836	1
182088	1
182198	1
182962	1
184137	1
184140	1
465427	1
481942	1
B22912	1
B24450	1
B48981	1
B50722	1
B58995	1
B59061	1
B83282	1
